,anchor,positive,negative
1509,1559,4,2
1510,1561,1,2
1511,1562,153,3
1512,1563,7753,2
1513,1564,351,2
1514,1565,4242,9
1515,1566,1907,14
1516,1567,156,5
1517,1568,22,1
1518,1569,74154,8
1519,1570,4552,4
1520,1571,807,2
1521,1572,4325,1
1522,1573,20,1
1523,1574,236,5
1524,1575,701,1
1525,1577,4,3
1526,1578,6,1
1527,1579,4,1
1528,1580,87192,13
1529,1581,486,2
1530,1582,6557,5
1531,1583,41566,4
1532,1584,2393,3
1533,1585,187,2
1534,1586,48412,3
1535,1587,2193,3
1536,1588,2828,9
1537,1589,6185,3
1538,1590,71135,3
1539,1591,5349,4
1540,1592,2123,10
1541,1593,5957,2
1542,1594,2243,8
1543,1595,169,7
1544,1596,803,3
1545,1597,2803,1
1546,1598,1432,2
1547,1599,2640,2
1548,1600,381,1
1549,1601,5689,3
1550,1602,355,2
1551,1603,4213,2
1552,1604,2457,8
1553,1605,31367,9
1554,1606,5898,4
1555,1608,101362,2
1556,1609,5935,3
1557,1610,5479,4
1558,1611,123,1
1559,1612,1614,8
1560,1613,96,1
1561,1614,141,6
1562,1615,2871,5
1563,1616,494,3
1564,1617,164,2
1565,1619,43677,6
1566,1620,22,1
1567,1621,6562,5
1568,1622,1133,2
1569,1623,611,2
1570,1624,191,3
1571,1625,52456,3
1572,1626,6196,3
1573,1627,2391,3
1574,1628,117,5
1575,1629,73319,2
1576,1630,4,6
1577,1631,6078,2
1578,1632,2597,6
1579,1633,205,5
1580,1635,1719,2
1581,1636,70,1
1582,1639,2679,2
1583,1640,6265,6
1584,1641,1542,2
1585,1642,171,6
1586,1643,78034,5
1587,1644,59738,2
1588,1645,350,3
1589,1646,1917,10
1590,1647,259,5
1591,1648,45,6
1592,1649,77,3
1593,1650,1683,1
1594,1651,3308,5
1595,1652,1310,1
1596,1653,2009,3
1597,1654,531,6
1598,1655,92,1
1599,1656,715,5
1600,1657,55031,6
1601,1658,74,2
1602,1659,283,1
1603,1660,621,3
1604,1661,1620,2
1605,1662,3056,1
1606,1663,248,2
1607,1664,645,2
1608,1665,50942,8
1609,1666,1916,2
1610,1667,2892,2
1611,1668,51903,2
1612,1669,6660,1
1613,1670,2358,3
1614,1671,1625,1
1615,1672,2433,3
1616,1673,159,2
1617,1674,2764,2
1618,1675,50,2
1619,1676,1240,1
1620,1677,2977,2
1621,1678,5415,2
1622,1679,102,2
1623,1680,2171,2
1624,1681,44,5
1625,1682,89898,2
1626,1683,17,1
1627,1684,7179,2
1628,1685,83,1
1629,1686,463,2
1630,1687,23,2
1631,1688,364,6
1632,1689,21,9
1633,1690,1320,3
1634,1692,220,4
1635,1693,3117,2
1636,1694,2024,1
1637,1695,851,2
1638,1696,527,3
1639,1697,16,1
1640,1698,656,8
1641,1699,562,6
1642,1701,3317,8
1643,1702,56,10
1644,1703,473,6
1645,1704,1784,1
1646,1705,4,2
1647,1706,4,2
1648,1707,5591,9
1649,1708,4,3
1650,1709,6,1
1651,1710,4,2
1652,1711,2467,1
1653,1713,5092,9
1654,1714,3,2
1655,1715,427,2
1656,1716,4,3
1657,1717,2338,2
1658,1718,2505,1
1659,1719,1176,3
1660,1720,2368,7
1661,1721,943,5
1662,1722,10,3
1663,1723,171,2
1664,1724,4,2
1665,1725,3365,1
1666,1726,58297,5
1667,1727,539,5
1668,1728,4273,3
1669,1729,1245,2
1670,1730,2932,1
1671,1731,2828,2
1672,1732,608,2
1673,1733,496,5
1674,1734,345,2
1675,1735,6983,5
1676,1738,1,6
1677,1739,4748,16
1678,1740,20,2
1679,1742,6,2
1680,1743,84770,4
1681,1744,95,5
1682,1746,8720,2
1683,1747,11,8
1684,1748,29,5
1685,1749,5161,2
1686,1750,2054,3
1687,1752,165,3
1688,1753,69,8
1689,1754,5127,3
1690,1755,1542,2
1691,1756,2456,4
1692,1757,4919,1
1693,1759,8639,2
1694,1760,69093,2
1695,1762,1882,1
1696,1764,20,9
1697,1765,16,3
1698,1767,779,5
1699,1768,2624,2
1700,1769,53788,3
1701,1770,427,5
1702,1771,70,3
1703,1772,110781,8
1704,1773,7047,2
1705,1774,4,8
1706,1776,4,2
1707,1777,7,8
1708,1779,106002,2
1709,1780,31162,2
1710,1781,4,3
1711,1782,3,2
1712,1783,866,1
1713,1784,914,2
1714,1785,3947,3
1715,1787,37,1
1716,1788,3442,1
1717,1789,4,3
1718,1791,47566,2
1719,1792,185,1
1720,1793,120,6
1721,1794,3308,8
1722,1795,668,2
1723,1796,20,2
1724,1797,4856,1
1725,1798,1602,1
1726,1799,52456,8
1727,1801,5064,5
1728,1804,70670,3
1729,1805,1834,3
1730,1806,243,14
1731,1807,3298,3
1732,1809,2673,3
1733,1810,11,9
1734,1811,27664,3
1735,1812,450,10
1736,1814,5256,3
1737,1815,4,2
1738,1816,2331,6
1739,1817,697,1
1740,1819,1191,2
1741,1820,83,5
1742,1821,2029,2
1743,1822,5452,9
1744,1824,1194,2
1745,1825,2845,8
1746,1826,56,4
1747,1827,2064,2
1748,1829,4245,2
1749,1830,1,8
1750,1831,1356,5
1751,1832,26746,5
1752,1833,51935,2
1753,1834,4037,1
1754,1835,132480,8
1755,1836,72,6
1756,1837,3,8
1757,1839,460,2
1758,1840,409,1
1759,1841,2186,1
1760,1842,16,1
1761,1843,1,9
1762,1844,1190,1
1763,1845,47,8
1764,1846,290,2
1765,1847,20,2
1766,1848,2054,14
1767,1849,3166,5
1768,1850,2269,5
1769,1851,4,5
1770,1852,20,3
1771,1853,429,6
1772,1854,236,2
1773,1855,505,6
1774,1856,8375,1
1775,1857,7270,6
1776,1858,112,8
1777,1859,1211,2
1778,1860,93933,2
1779,1861,144606,8
1780,1862,169864,1
1781,1863,4623,2
1782,1864,585,8
1783,1865,602,1
1784,1866,54999,8
1785,1867,462,5
1786,1869,1432,3
1787,1870,4523,6
1788,1871,26347,6
1789,1872,1600,5
1790,1873,613,1
1791,1874,236,6
1792,1875,2502,2
1793,1876,1917,1
1794,1877,92,3
1795,1878,447,2
1796,1879,41573,1
1797,1880,1163,5
1798,1881,364,4
1799,1882,2722,2
1800,1883,27833,6
1801,1884,778,23
1802,1885,2679,6
1803,1886,2913,6
1804,1887,2195,9
1805,1888,4,2
1806,1889,5388,3
1807,1890,279,1
1808,1891,60941,3
1809,1892,2178,2
1810,1893,2562,1
1811,1894,4795,14
1812,1895,1257,8
1813,1896,444,9
1814,1897,49,5
1815,1898,1507,3
1816,1899,29,3
1817,1900,134680,2
1818,1901,137,1
1819,1902,33145,2
1820,1903,156,2
1821,1904,1236,6
1822,1905,4,3
1823,1906,566,6
1824,1907,364,9
1825,1908,865,1
1826,1909,5445,1
1827,1910,6651,9
1828,1911,87867,8
1829,1912,2764,8
1830,1913,7068,2
1831,1914,194,8
1832,1915,4,2
1833,1916,889,5
1834,1917,1876,1
1835,1918,2002,8
1836,1919,837,6
1837,1920,1,3
1838,1921,8963,2
1839,1922,476,2
1840,1923,5662,6
1841,1924,1255,2
1842,1925,1183,1
1843,1926,914,3
1844,1927,465,2
1845,1928,590,1
1846,1929,920,2
1847,1930,110,2
1848,1931,110,6
1849,1932,477,3
1850,1933,1266,3
1851,1934,25827,2
1852,1935,1937,5
1853,1936,920,3
1854,1937,914,6
1855,1938,1945,2
1856,1939,1263,2
1857,1940,4694,2
1858,1941,1956,1
1859,1942,100,2
1860,1943,4995,1
1861,1944,920,5
1862,1945,1937,3
1863,1946,920,5
1864,1947,8502,2
1865,1948,84847,9
1866,1949,3467,1
1867,1950,517,3
1868,1951,1416,2
1869,1952,1962,2
1870,1953,2126,2
1871,1954,920,1
1872,1955,110,1
1873,1956,1266,3
1874,1957,1954,2
1875,1958,1784,8
1876,1959,1183,5
1877,1960,1293,3
1878,1961,1784,3
1879,1962,920,2
1880,1963,6584,9
1881,1964,2126,2
1882,1965,2657,2
1883,1966,417,8
1884,1967,2093,4
1885,1968,430,2
1886,1969,1970,2
1887,1970,1971,2
1888,1971,1970,3
1889,1972,1969,1
1890,1973,1969,1
1891,1974,366,2
1892,1975,891,2
1893,1976,891,2
1894,1977,891,2
1895,1978,891,1
1896,1979,1974,3
1897,1980,891,2
1898,1981,891,1
1899,1982,5183,3
1900,1983,891,4
1901,1984,891,3
1902,1985,891,1
1903,1986,891,1
1904,1987,3941,1
1905,1988,81270,1
1906,1989,2315,1
1907,1990,891,1
1908,1991,71500,2
1909,1992,1388,1
1910,1993,2461,8
1911,1994,2550,1
1912,1995,1388,2
1913,1996,1388,2
1914,1997,6703,3
1915,1998,3839,4
1916,1999,1991,2
1917,2000,145,13
1918,2001,2002,13
1919,2002,1918,8
1920,2003,2699,2
1921,2004,1717,6
1922,2005,26340,14
1923,2006,7720,14
1924,2007,6562,8
1925,2008,26117,1
1926,2009,1653,2
1927,2010,1653,1
1928,2011,1270,6
1929,2012,1270,6
1930,2013,798,5
1931,2014,355,10
1932,2015,673,6
1933,2016,2098,9
1934,2017,551,3
1935,2018,1029,5
1936,2019,2905,3
1937,2020,17,5
1938,2021,6959,4
1939,2022,4189,1
1940,2023,77328,3
1941,2024,61167,3
1942,2025,217,5
1943,2026,5564,1
1944,2027,63,2
1945,2028,3062,2
1946,2029,2837,8
1947,2030,4,1
1948,2031,6391,10
1949,2032,274,9
1950,2033,661,5
1951,2034,76,5
1952,2035,4087,6
1953,2036,4822,10
1954,2037,258,9
1955,2038,2053,9
1956,2039,146,5
1957,2040,1707,6
1958,2041,8961,16
1959,2042,1005,6
1960,2043,258,5
1961,2044,32116,6
1962,2045,2138,9
1963,2046,3745,3
1964,2047,8713,5
1965,2048,364,5
1966,2049,1018,9
1967,2050,258,6
1968,2051,2050,9
1969,2052,125970,9
1970,2053,410,6
1971,2054,56,14
1972,2055,368,13
1973,2056,1017,5
1974,2057,484,4
1975,2058,349,2
1976,2059,1013,6
1977,2060,63,2
1978,2061,77,1
1979,2062,2801,5
1980,2063,2544,5
1981,2064,1827,3
1982,2065,4157,9
1983,2066,913,3
1984,2067,266,2
1985,2068,668,3
1986,2069,2357,3
1987,2070,73023,5
1988,2071,102819,1
1989,2072,1441,6
1990,2073,67087,8
1991,2074,970,2
1992,2075,7336,1
1993,2076,1464,3
1994,2077,47805,4
1995,2078,1029,9
1996,2079,755,5
1997,2080,239,10
1998,2081,588,10
1999,2082,1005,6
2000,2083,91821,10
2001,2084,899,5
2002,2085,364,3
2003,2086,317,3
2004,2087,594,5
2005,2088,6316,6
2006,2089,631,6
2007,2090,1907,5
2008,2091,2053,6
2009,2092,631,6
2010,2093,2033,5
2011,2094,1591,4
2012,2095,1016,6
2013,2096,588,5
2014,2097,26693,7
2015,2098,410,9
2016,2099,66915,4
2017,2100,33145,8
2018,2101,458,3
2019,2102,1566,9
2020,2103,1750,5
2021,2104,92,1
2022,2105,31553,4
2023,2106,3519,3
2024,2107,891,2
2025,2108,58,2
2026,2109,216,6
2027,2110,5021,8
2028,2111,19,8
2029,2112,501,1
2030,2113,1336,2
2031,2114,1711,3
2032,2115,1198,4
2033,2116,4896,5
2034,2117,62049,2
2035,2118,240,2
2036,2119,4128,3
2037,2120,7179,1
2038,2121,4560,3
2039,2122,1128,1
2040,2123,241,10
2041,2124,355,9
2042,2125,539,8
2043,2126,2058,2
2044,2127,4,5
2045,2128,3860,9
2046,2129,108,1
2047,2130,81,1
2048,2131,7043,2
2049,2132,1104,3
2050,2133,2369,9
2051,2134,1257,9
2052,2135,1881,4
2053,2136,671,2
2054,2137,362,3
2055,2138,661,3
2056,2139,2138,6
2057,2140,2143,3
2058,2141,2294,14
2059,2142,2092,4
2060,2143,3479,5
2061,2144,1257,2
2062,2145,1895,6
2063,2146,2145,2
2064,2147,2138,3
2065,2148,5228,9
2066,2149,410,8
2067,2150,2151,9
2068,2151,432,9
2069,2152,1592,6
2070,2153,1495,4
2071,2154,3824,5
2072,2155,476,8
2073,2156,4,2
2074,2157,294,1
2075,2158,606,4
2076,2159,7235,3
2077,2160,2710,1
2078,2161,50601,5
2079,2162,631,6
2080,2163,3830,6
2081,2164,7235,8
2082,2165,8933,8
2083,2166,456,1
2084,2167,8985,2
2085,2168,1088,5
2086,2169,69,6
2087,2170,4066,2
2088,2171,539,2
2089,2172,3825,8
2090,2173,29,4
2091,2174,26686,8
2092,2175,753,2
2093,2176,2186,3
2094,2177,183,2
2095,2178,22,3
2096,2179,2180,1
2097,2180,2179,1
2098,2181,903,2
2099,2182,2186,3
2100,2183,929,3
2101,2184,45,2
2102,2185,2219,2
2103,2186,2176,1
2104,2187,6135,2
2105,2188,6351,2
2106,2189,47404,8
2107,2190,3174,5
2108,2191,33004,9
2109,2192,2349,4
2110,2193,1587,4
2111,2194,1213,1
2112,2195,1887,6
2113,2196,112,1
2114,2197,2801,2
2115,2198,1310,1
2116,2199,4378,3
2117,2200,2202,1
2118,2201,2176,3
2119,2202,2204,2
2120,2203,2176,2
2121,2204,929,1
2122,2205,8712,6
2123,2206,903,3
2124,2207,2218,2
2125,2208,928,2
2126,2209,1086,2
2127,2210,929,2
2128,2211,648,3
2129,2212,929,2
2130,2213,107,2
2131,2214,933,3
2132,2215,2187,2
2133,2216,2201,2
2134,2217,107,6
2135,2218,2207,1
2136,2219,2185,2
2137,2220,4,2
2138,2221,2227,3
2139,2222,1,6
2140,2223,1,6
2141,2224,4,2
2142,2225,4,1
2143,2226,2216,1
2144,2227,2221,3
2145,2229,4,3
2146,2230,1,2
2147,2231,8494,1
2148,2232,426,4
2149,2233,1880,2
2150,2234,436,2
2151,2235,41,3
2152,2236,802,2
2153,2237,1442,2
2154,2238,562,6
2155,2239,58,8
2156,2240,6701,2
2157,2241,430,2
2158,2242,90310,2
2159,2243,94,9
2160,2244,4584,6
2161,2245,539,6
2162,2246,2733,2
2163,2247,2249,2
2164,2248,1895,2
2165,2249,2539,2
2166,2250,7349,2
2167,2251,1,8
2168,2252,450,8
2169,2253,1151,6
2170,2254,4,1
2171,2255,12,8
2172,2256,140820,2
2173,2257,1257,8
2174,2258,4567,3
2175,2259,3577,6
2176,2260,875,7
2177,2261,231,2
2178,2262,1353,2
2179,2263,587,3
2180,2264,1689,9
2181,2265,3070,14
2182,2266,339,8
2183,2267,5506,2
2184,2268,463,1
2185,2269,2969,1
2186,2270,37,2
2187,2271,147,2
2188,2272,112946,1
2189,2273,145,8
2190,2274,4,1
2191,2275,208,5
2192,2276,3051,1
2193,2277,4,8
2194,2278,1432,2
2195,2279,1644,1
2196,2280,1000,4
2197,2281,493,3
2198,2282,148,6
2199,2283,365,3
2200,2284,5770,2
2201,2285,665,3
2202,2286,585,6
2203,2287,3300,2
2204,2288,426,3
2205,2289,4570,2
2206,2290,156,6
2207,2291,27036,8
2208,2292,3743,6
2209,2293,90,2
2210,2294,36397,6
2211,2295,618,2
2212,2296,65,6
2213,2297,534,6
2214,2298,891,1
2215,2299,542,2
2216,2300,1136,8
2217,2301,12,8
2218,2302,1550,2
2219,2303,3910,2
2220,2304,4017,2
2221,2305,41617,2
2222,2306,1167,6
2223,2307,1523,3
2224,2308,6,1
2225,2309,22,3
2226,2310,219,3
2227,2311,3780,3
2228,2312,1872,1
2229,2313,923,1
2230,2314,138,3
2231,2315,2461,2
2232,2316,3516,6
2233,2317,1878,2
2234,2318,1648,6
2235,2319,4,2
2236,2320,32025,3
2237,2321,1682,8
2238,2322,1240,2
2239,2323,3002,2
2240,2324,48032,8
2241,2325,58998,8
2242,2326,20,2
2243,2327,92,4
2244,2328,53131,3
2245,2329,2959,1
2246,2330,72169,2
2247,2331,5450,8
2248,2332,259,5
2249,2333,64839,3
2250,2334,78218,2
2251,2335,6315,8
2252,2336,68269,3
2253,2337,26021,1
2254,2338,1717,4
2255,2339,1453,8
2256,2340,3358,5
2257,2341,679,1
2258,2342,1042,6
2259,2343,4,3
2260,2344,459,7
2261,2345,114601,2
2262,2346,7001,1
2263,2347,428,2
2264,2348,147,1
2265,2349,911,8
2266,2350,438,6
2267,2351,6982,2
2268,2352,1473,8
2269,2353,7410,2
2270,2354,168418,9
2271,2355,78499,9
2272,2356,113064,6
2273,2357,2069,2
2274,2358,1670,3
2275,2359,1180,2
2276,2360,47830,3
2277,2361,8872,8
2278,2362,6646,1
2279,2363,2364,3
2280,2364,2365,2
2281,2365,2364,3
2282,2366,7757,3
2283,2367,78967,9
2284,2368,1720,6
2285,2369,3591,2
2286,2370,8481,3
2287,2371,950,8
2288,2372,2478,6
2289,2373,1587,3
2290,2374,542,6
2291,2375,489,8
2292,2376,2991,3
2293,2377,8004,2
2294,2378,2380,8
2295,2379,2378,2
2296,2380,2378,2
2297,2381,2378,2
2298,2382,2378,8
2299,2383,2378,9
2300,2384,34,5
2301,2385,64,2
2302,2386,7359,2
2303,2387,532,2
2304,2388,202,5
2305,2389,6629,4
2306,2390,97921,9
2307,2391,1351,3
2308,2392,317,9
2309,2393,5944,2
2310,2394,364,3
2311,2395,3521,6
2312,2396,52,8
2313,2397,299,3
2314,2398,317,9
2315,2399,73854,3
2316,2400,317,3
2317,2401,3487,3
2318,2402,733,4
2319,2403,733,7
2320,2404,8118,3
2321,2405,2471,14
2322,2406,57951,22
2323,2407,1580,8
2324,2408,5459,8
2325,2409,2410,1
2326,2410,2409,2
2327,2411,2409,3
2328,2412,2410,3
2329,2413,4898,2
2330,2414,2429,3
2331,2415,215,1
2332,2416,4516,6
2333,2417,51903,6
2334,2418,2392,2
2335,2419,68941,3
2336,2420,67,1
2337,2421,2422,7
2338,2422,2421,18
2339,2423,1311,6
2340,2424,252,6
2341,2425,1910,1
2342,2426,281,2
2343,2427,465,3
2344,2428,71205,2
2345,2429,41569,7
2346,2430,169,7
2347,2431,7009,8
2348,2432,90476,2
2349,2433,1672,3
2350,2434,90,2
2351,2435,1095,3
2352,2436,3035,8
2353,2437,4021,2
2354,2438,20,9
2355,2439,281,3
2356,2440,147,1
2357,2441,1549,5
2358,2442,549,1
2359,2443,6942,1
2360,2444,7315,2
2361,2445,35,2
2362,2446,285,2
2363,2447,5226,6
2364,2448,196,3
2365,2449,56,14
2366,2450,327,14
2367,2451,1623,3
2368,2452,1388,4
2369,2453,113,5
2370,2454,2455,3
2371,2455,1337,1
2372,2456,1756,4
2373,2457,886,2
2374,2458,1404,8
2375,2459,2460,2
2376,2460,2459,1
2377,2461,1993,8
2378,2462,1978,2
2379,2463,53956,8
2380,2464,70,3
2381,2465,1105,4
2382,2466,41831,1
2383,2467,1711,1
2384,2468,1479,13
2385,2469,1270,6
2386,2470,2471,6
2387,2471,2405,17
2388,2472,20,8
2389,2473,1490,6
2390,2474,1303,2
2391,2475,1086,1
2392,2476,5152,3
2393,2477,2005,5
2394,2478,2372,2
2395,2479,56093,1
2396,2480,4,3
2397,2481,884,2
2398,2482,413,2
2399,2483,70,9
2400,2484,20,2
2401,2485,2581,8
2402,2486,6557,2
2403,2487,2767,2
2404,2488,1076,1
2405,2489,4,3
2406,2490,4640,1
2407,2491,252,2
2408,2492,32314,2
2409,2493,2106,2
2410,2494,7440,2
2411,2495,1151,3
2412,2496,361,6
2413,2497,94325,1
2414,2498,1702,6
2415,2499,3502,6
2416,2500,6549,6
2417,2501,114,1
2418,2502,1732,8
2419,2503,127,3
2420,2504,194,6
2421,2505,6214,1
2422,2506,1409,2
2423,2507,2120,6
2424,2508,1,6
2425,2509,1268,8
2426,2510,64,8
2427,2511,1069,1
2428,2512,1859,3
2429,2513,93126,2
2430,2514,3013,8
2431,2515,1105,1
2432,2516,1105,1
2433,2517,92,1
2434,2518,18,8
2435,2519,50800,1
2436,2520,2521,3
2437,2521,1515,7
2438,2522,2521,1
2439,2523,6281,2
2440,2524,8361,5
2441,2525,1762,1
2442,2526,8361,1
2443,2527,8644,3
2444,2528,2916,3
2445,2529,1253,1
2446,2530,260,1
2447,2531,61210,3
2448,2532,589,3
2449,2533,2529,4
2450,2534,798,3
2451,2535,1515,3
2452,2536,798,2
2453,2537,432,7
2454,2538,37,3
2455,2539,2249,6
2456,2540,8520,1
2457,2541,430,1
2458,2542,4011,2
2459,2543,2805,8
2460,2544,2063,1
2461,2545,1821,2
2462,2546,113,2
2463,2547,4,3
2464,2548,74752,2
2465,2549,1356,2
2466,2550,85788,1
2467,2551,38097,2
2468,2552,476,2
2469,2553,2455,2
2470,2554,3661,7
2471,2555,810,6
2472,2556,4,8
2473,2557,2505,3
2474,2558,252,6
2475,2559,616,3
2476,2560,70,1
2477,2561,2881,2
2478,2562,346,2
2479,2563,6201,1
2480,2564,4,3
2481,2565,914,5
2482,2566,5448,3
2483,2567,402,2
2484,2568,47044,1
2485,2569,1353,8
2486,2570,1733,2
2487,2571,8371,1
2488,2572,39,8
2489,2573,4936,3
2490,2574,6374,6
2491,2575,218,2
2492,2576,4,1
2493,2577,108715,6
2494,2578,3474,3
2495,2579,164,3
2496,2580,159,9
2497,2581,2485,8
2498,2582,112,2
2499,2583,2883,8
2500,2584,1,2
2501,2585,4380,5
2502,2586,4242,2
2503,2587,4608,2
2504,2588,1,4
2505,2589,8784,6
2506,2590,1305,1
2507,2591,4,8
2508,2592,4,1
2509,2593,5662,6
2510,2594,4975,2
2511,2595,37,3
2512,2596,110461,8
2513,2597,1632,6
2514,2598,489,2
2515,2599,157,8
2516,2600,6304,3
2517,2601,1,6
2518,2602,8830,5
2519,2603,4,2
2520,2604,37,1
2521,2605,2764,2
2522,2606,70,6
2523,2607,2626,1
2524,2608,1622,2
2525,2609,2621,2
2526,2610,30,2
2527,2611,17,1
2528,2612,3965,2
2529,2613,3696,6
2530,2614,158956,1
2531,2615,1127,4
2532,2616,7439,1
2533,2617,170827,14
2534,2618,120,2
2535,2619,4,2
2536,2620,3259,5
2537,2621,2609,2
2538,2622,84957,10
2539,2623,39,8
2540,2624,81751,3
2541,2625,112,5
2542,2626,2607,2
2543,2627,91548,1
2544,2628,5378,4
2545,2629,252,6
2546,2630,701,2
2547,2631,45758,8
2548,2632,3503,6
2549,2633,2634,5
2550,2634,2633,2
2551,2635,2636,2
2552,2636,2635,1
2553,2637,2617,4
2554,2638,2327,4
2555,2639,191,3
2556,2640,8636,3
2557,2641,2640,2
2558,2642,46530,4
2559,2643,2642,5
2560,2644,1348,1
2561,2646,2647,2
2562,2647,2646,2
2563,2648,1340,3
2564,2649,2646,4
2565,2650,2646,1
2566,2651,141004,3
2567,2652,2646,2
2568,2653,565,3
2569,2654,50796,3
2570,2655,382,1
2571,2656,3833,2
2572,2657,4789,8
2573,2658,24,1
2574,2659,5773,2
2575,2660,3300,3
2576,2661,2407,1
2577,2662,6264,2
2578,2663,2287,3
2579,2664,2287,2
2580,2665,169984,3
2581,2666,4618,3
2582,2667,2287,1
2583,2668,5349,1
2584,2669,1927,1
2585,2670,2944,1
2586,2671,539,2
2587,2672,198,3
2588,2673,1809,2
2589,2674,630,5
2590,2675,1353,6
2591,2676,3761,2
2592,2677,4301,3
2593,2678,406,1
2594,2679,33649,2
2595,2680,4,3
2596,2681,4131,6
2597,2682,111,2
2598,2683,1517,16
2599,2684,4,2
2600,2685,984,6
2601,2686,2691,1
2602,2687,364,6
2603,2688,6214,3
2604,2689,411,8
2605,2690,41025,2
2606,2691,2686,1
2607,2692,73017,4
2608,2693,756,4
2609,2694,1468,2
2610,2695,39381,3
2611,2696,1174,2
2612,2697,27808,8
2613,2698,24,3
2614,2699,2003,6
2615,2700,79008,8
2616,2701,480,2
2617,2702,42710,2
2618,2703,4,3
2619,2704,8836,5
2620,2705,645,3
2621,2706,3210,6
2622,2707,8783,3
2623,2708,115,2
2624,2709,52730,6
2625,2710,2160,2
2626,2711,112290,2
2627,2712,3262,2
2628,2713,879,3
2629,2714,4352,2
2630,2715,6087,6
2631,2716,2717,2
2632,2717,410,8
2633,2718,6296,2
2634,2719,2722,2
2635,2720,5448,16
2636,2721,46194,8
2637,2722,1882,2
2638,2723,60074,14
2639,2724,708,6
2640,2725,59440,5
2641,2726,1284,2
2642,2727,1154,3
2643,2728,151,1
2644,2729,2025,1
2645,2730,266,1
2646,2731,97,1
2647,2732,1176,1
2648,2733,5419,9
2649,2734,659,5
2650,2735,3997,17
2651,2736,312,6
2652,2737,1833,3
2653,2738,79946,6
2654,2739,916,2
2655,2740,3340,3
2656,2741,4629,1
2657,2742,5087,6
2658,2743,1006,3
2659,2744,1132,2
2660,2745,2730,3
2661,2746,935,8
2662,2747,2657,2
2663,2748,3440,14
2664,2749,48142,1
2665,2750,5840,8
2666,2751,463,6
2667,2752,2371,2
2668,2753,183,1
2669,2754,26973,2
2670,2755,3001,2
2671,2756,128488,1
2672,2757,91134,1
2673,2758,3628,1
2674,2759,3640,2
2675,2760,3174,1
2676,2761,364,5
2677,2762,8783,2
2678,2763,3584,1
2679,2764,1912,2
2680,2765,105593,6
2681,2766,476,8
2682,2767,2487,8
2683,2768,12,8
2684,2769,707,3
2685,2770,5439,2
2686,2771,27,2
